http://dbpedia.org/ontology/Person;;;List all the musicals with music by <A>.;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Musical ; dbo:musicBy <A> }";"select distinct ?a where { ?uri rdf:type dbo:Musical ; dbo:musicBy ?a }";1
http://dbpedia.org/ontology/Person;;;Who was the wife of U.S. president <A>?;SELECT DISTINCT ?uri WHERE { <A> dbo:spouse ?uri };select distinct ?a where { ?a dbo:spouse ?uri };3
http://dbpedia.org/ontology/TelevisionShow;;;Who is the host of the <A>?;SELECT DISTINCT ?uri WHERE { <A> dbo:presenter ?uri };select distinct ?a where { ?a dbo:presenter ?uri };4
http://dbpedia.org/ontology/Film;;;How much did <A> cost?;SELECT DISTINCT ?n WHERE { <A> dbo:budget ?n };select distinct ?a where { ?a dbo:budget ?n };5
http://dbpedia.org/ontology/Event;;;When did <A> commence?;SELECT DISTINCT ?d WHERE { <A> dbo:date ?d };select distinct ?a where { ?a dbo:date ?d };7
http://dbpedia.org/ontology/Road;;;In which city does the <A> end?;SELECT DISTINCT ?uri WHERE { <A> dbo:routeEnd ?uri };select distinct ?a where { ?a dbo:routeEnd ?uri };8
;;;Who developed <A>?;SELECT DISTINCT ?uri WHERE { ?uri dbo:product <h<A>_(software)> };select distinct ?a where { ?uri dbo:product <h?a_(software)> };9
http://dbpedia.org/ontology/Person;;;What did <A> die from?;SELECT DISTINCT ?uri WHERE { <A> dbo:deathCause ?uri };select distinct ?a where { ?a dbo:deathCause ?uri };11
http://dbpedia.org/ontology/Place;;;Which cities does the <A> flow through?;SELECT DISTINCT ?uri WHERE { <A> <B> ?uri };select distinct ?a,?b where { ?a ?b ?uri };12
http://dbpedia.org/ontology/Person;;http://dbpedia.org/ontology/Company;Which books by <A> were <B>ed by <C>?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Book ; <B>er <C> ; dbo:author <A> }";"select distinct ?a,?b,?c where { ?uri rdf:type dbo:Book ; ?ber ?c ; dbo:author ?a }";13
http://dbpedia.org/ontology/Person;;;How tall is <A>?;SELECT DISTINCT ?height WHERE { <A> dbo:height ?height };select distinct ?a where { ?a dbo:height ?height };14
;http://dbpedia.org/ontology/Artwork;;Which <A> exhibits The <B> by Munch?;SELECT DISTINCT ?uri WHERE { <B> <A> ?uri };select distinct ?a,?b where { ?b ?a ?uri };15
;;;Is <A> married?;ASK WHERE { <A> dbo:spouse ?uri };select distinct ?a where { ?a dbo:spouse ?uri };17
;;;Who discovered <B>?;SELECT DISTINCT ?uri WHERE { <h<B>_(dwarf_planet)> <A> ?uri };select distinct ?a,?b where { <h?b_(dwarf_planet)> ?a ?uri };18
;http://dbpedia.org/ontology/Bridge;;Which river does the <B> <A>?;SELECT DISTINCT ?uri WHERE { <B> <A>es ?uri };select distinct ?a,?b where { ?b ?aes ?uri };19
;http://dbpedia.org/ontology/Place;;Who is the <A> of <B>'s ice hockey team?;"SELECT DISTINCT ?uri WHERE { ?x dbo:city <B> ; dbo:league res:Turkish_Ice_Hockey_First_League ; <A> ?uri }";"select distinct ?a,?b where { ?x dbo:city ?b ; dbo:league res:Turkish_Ice_Hockey_First_League ; ?a ?uri }";22
;;http://dbpedia.org/ontology/Country;Who is the <A> of the <B> of <C>?;SELECT DISTINCT ?uri WHERE { <C> <B> ?x . ?x <A> ?uri };select distinct ?a,?b,?c where { ?c ?b ?x . ?x ?a ?uri };23
http://dbpedia.org/ontology/Person;;;Which <B>s did <A> win?;SELECT DISTINCT ?uri WHERE { <A> <B> ?uri };select distinct ?a,?b where { ?a ?b ?uri };24
http://dbpedia.org/ontology/Film;;;How much did the <A> cost?;SELECT DISTINCT ?n WHERE { <A> dbo:budget ?n };select distinct ?a where { ?a dbo:budget ?n };25
http://dbpedia.org/ontology/Person;;;Do <A> and <B> have the same parents?;ASK WHERE { <h<B>,_Duke_of_Cambridge> dbo:parent ?x . <A> dbo:parent ?x };select distinct ?a,?b where { <h?b,_Duke_of_Cambridge> dbo:parent ?x . ?a dbo:parent ?x };26
http://dbpedia.org/ontology/Place;;;How many languages are spoken in <A>?;SELECT (COUNT(DISTINCT ?x) AS ?c) WHERE { <A> dbo:language ?x };select distinct ?a where { ?a dbo:language ?x };27
http://dbpedia.org/ontology/Person;http://dbpedia.org/ontology/Person;;In which films did <A> as well as <B> play?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Film ; dbo:starring <A> ; dbo:starring <B> }";"select distinct ?a,?b where { ?uri rdf:type dbo:Film ; dbo:starring ?a ; dbo:starring ?b }";28
http://dbpedia.org/ontology/Place;;;In which country does the <A> start?;SELECT DISTINCT ?uri WHERE { <A> dbo:sourceCountry ?uri };select distinct ?a where { ?a dbo:sourceCountry ?uri };29
http://dbpedia.org/ontology/Person;;;In which year was <A> born?;SELECT DISTINCT ?uri WHERE { <A> dbo:birthYear ?uri };select distinct ?a where { ?a dbo:birthYear ?uri };30
http://dbpedia.org/ontology/Person;;;Is <A> a democrat?;ASK WHERE { <A> dbo:party <http://dbpedia.org/resource/Democratic_Party_(United_States)> };select distinct ?a where { ?a dbo:party <http://dbpedia.org/resource/Democratic_Party_(United_States)> };31
http://dbpedia.org/ontology/Person;;;Where was <A> born?;SELECT DISTINCT ?uri WHERE { <A> dbo:birthPlace ?uri };select distinct ?a where { ?a dbo:birthPlace ?uri };32
http://dbpedia.org/ontology/Person;;;How often did <A> marry?;SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { <A> dbo:spouse ?uri };select distinct ?a where { ?a dbo:spouse ?uri };33
;;;Who was the <A> to climb Mount Everest?;SELECT DISTINCT ?uri WHERE { res:Mount_Everest <A>AscentPerson ?uri };select distinct ?a where { res:Mount_Everest ?aAscentPerson ?uri };34
http://dbpedia.org/ontology/Place;;;How many people live in <A>?;SELECT DISTINCT ?uri WHERE { <A> dbo:populationTotal ?uri };select distinct ?a where { ?a dbo:populationTotal ?uri };35
;;;What is the <A> of the Houses of Parliament?;SELECT ?uri WHERE { res:Palace_of_Westminster <A> ?uri };select distinct ?a where { res:Palace_of_Westminster ?a ?uri };36
http://dbpedia.org/ontology/Place;;;In which <B> is the <A>?;SELECT DISTINCT ?uri WHERE { <A> <B> ?uri };select distinct ?a,?b where { ?a ?b ?uri };37
http://dbpedia.org/ontology/Person;;;What was the last movie with <A>?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Film ; dbo:starring <A> ; dbo:releaseDate ?date } ORDER BY DESC(?date) LIMIT 1";"select distinct ?a where { ?uri rdf:type dbo:Film ; dbo:starring ?a ; dbo:releaseDate ?date }";38
http://dbpedia.org/ontology/Place;;;What is the highest mountain in <A>?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Mountain ; dbo:locatedInArea <A> ; dbo:elevation ?elevation } ORDER BY DESC(?elevation) LIMIT 1";"select distinct ?a where { ?uri rdf:type dbo:Mountain ; dbo:locatedInArea ?a ; dbo:elevation ?elevation }";39
http://dbpedia.org/ontology/Person;;;Is <A> still alive?;ASK WHERE { OPTIONAL { <A> dbo:deathDate ?date } FILTER ( ! bound(?date) ) };select distinct ?a where { OPTIONAL { ?a dbo:deathDate ?date } FILTER ( ! bound(?date) ) };40
http://dbpedia.org/ontology/TelevisionShow;;;Who created <A>?;SELECT DISTINCT ?uri WHERE { <A> dbo:creator ?uri };select distinct ?a where { ?a dbo:creator ?uri };41
http://dbpedia.org/ontology/Place;;;What is the official language of <A>?;SELECT DISTINCT ?uri WHERE { <A> dbo:officialLanguage ?uri };select distinct ?a where { ?a dbo:officialLanguage ?uri };42
;http://dbpedia.org/ontology/Single;;Who wrote the song <B>?;SELECT DISTINCT ?uri WHERE { <B> <A>r ?uri };select distinct ?a,?b where { ?b ?ar ?uri };43
;;http://dbpedia.org/ontology/Person;Give me all actors <A> in movies <B>ed by <C>.;"SELECT DISTINCT ?uri WHERE { ?x <B>or <C> ; <A> ?uri }";"select distinct ?a,?b,?c where { ?x ?bor ?c ; ?a ?uri }";44
http://dbpedia.org/ontology/Person;;;Does <A> play for <B>?;ASK WHERE { <A> dbo:team <h<B>_C.F.> };select distinct ?a,?b where { ?a dbo:team <h?b_C.F.> };47
http://dbpedia.org/ontology/Event;http://dbpedia.org/ontology/Event;;Was the <A> earlier than the <B>?;ASK WHERE { <A> dbo:date ?x . <B> dbo:date ?y FILTER ( ?x < ?y ) };select distinct ?a,?b where { ?a dbo:date ?x . ?b dbo:date ?y FILTER ( ?x < ?y ) };49
http://dbpedia.org/ontology/Place;;;When did the <A> dissolve?;SELECT DISTINCT ?date WHERE { <A> dbo:dissolutionDate ?date };select distinct ?a where { ?a dbo:dissolutionDate ?date };51
http://dbpedia.org/ontology/Person;;;Did <A> attend a university?;PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { <A> dbo:almaMater ?x . ?x rdf:type dbo:University };select distinct ?a where { ?a dbo:almaMater ?x . ?x rdf:type dbo:University };53
http://dbpedia.org/ontology/Place;;;What country is <A> in?;PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { <A> dbo:locatedInArea ?uri . ?uri rdf:type dbo:Country };select distinct ?a where { ?a dbo:locatedInArea ?uri . ?uri rdf:type dbo:Country };54
http://dbpedia.org/ontology/Place;;;What is the largest city in <A>?;SELECT DISTINCT ?uri WHERE { <A> dbo:largestCity ?uri };select distinct ?a where { ?a dbo:largestCity ?uri };55
http://dbpedia.org/ontology/Company;;;Give me all launch pads operated by <A>.;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:LaunchPad ; dbo:operator <A> }";"select distinct ?a where { ?uri rdf:type dbo:LaunchPad ; dbo:operator ?a }";56
http://dbpedia.org/ontology/Place;;;Who is the mayor of <A>?;SELECT DISTINCT ?uri WHERE { <A> dbo:leaderName ?uri };select distinct ?a where { ?a dbo:leaderName ?uri };57
http://dbpedia.org/ontology/TelevisionShow;;;List all episodes of the first season of the HBO television series The <A>.;"SELECT DISTINCT ?uri WHERE { ?uri dbo:series <A> ; dbo:seasonNumber 1 }";"select distinct ?a where { ?uri dbo:series ?a ; dbo:seasonNumber 1 }";58
http://dbpedia.org/ontology/ComicsCharacter;;;Who created <A>?;SELECT DISTINCT ?uri WHERE { <A> <B> ?uri };select distinct ?a,?b where { ?a ?b ?uri };59
http://dbpedia.org/ontology/Agent;;;Who played <A> in Breaking Bad?;SELECT DISTINCT ?uri WHERE { <A> dbo:portrayer ?uri };select distinct ?a where { ?a dbo:portrayer ?uri };60
http://dbpedia.org/ontology/Person;;;In which programming language is <A> written?;SELECT DISTINCT ?uri WHERE { <A> dbo:programmingLanguage ?uri };select distinct ?a where { ?a dbo:programmingLanguage ?uri };61
http://dbpedia.org/ontology/Magazine;;;Who is the <B> of <A>?;SELECT DISTINCT ?uri WHERE { <A> <B> ?uri };select distinct ?a,?b where { ?a ?b ?uri };63
http://dbpedia.org/ontology/Place;;;How many people live in the <B> of <A>?;SELECT DISTINCT ?num WHERE { <A> <B> ?x . ?x dbo:populationTotal ?num };select distinct ?a,?b where { ?a ?b ?x . ?x dbo:populationTotal ?num };64
http://dbpedia.org/ontology/Place;;;Which electronics companies were founded in <A>?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Company ; dbo:industry res:Electronics ; dbo:foundationPlace <A> }";"select distinct ?a where { ?uri rdf:type dbo:Company ; dbo:industry res:Electronics ; dbo:foundationPlace ?a }";65
;http://dbpedia.org/ontology/Company;;Give me all video games <A>ed by <B>.;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:VideoGame ; <A>er <B> }";"select distinct ?a,?b where { ?uri rdf:type dbo:VideoGame ; ?aer ?b }";66
http://dbpedia.org/ontology/Company;;;How many <A> stores are there?;SELECT DISTINCT ?number WHERE { <A> dbo:numberOfLocations ?number };select distinct ?a where { ?a dbo:numberOfLocations ?number };67
;http://dbpedia.org/ontology/Place;;What is the <A> of <B>?;SELECT DISTINCT ?uri WHERE { <B> <A> ?uri };select distinct ?a,?b where { ?b ?a ?uri };68
http://dbpedia.org/ontology/Person;;;Was the wife of president <A> called Mary?;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> ASK WHERE { <A> dbo:spouse ?spouse . ?spouse rdfs:label ?name FILTER regex(?name, ""Mary"") }";"select distinct ?a where { ?a dbo:spouse ?spouse . ?spouse rdfs:label ?name FILTER regex(?name, ""Mary"") }";70
;http://dbpedia.org/ontology/Person;;Give me all movies <A>ed by <B>.;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Film ; <A>or <B> }";"select distinct ?a,?b where { ?uri rdf:type dbo:Film ; ?aor ?b }";71
http://dbpedia.org/ontology/Person;;;Which of <A>'s films had the highest budget?;"SELECT DISTINCT ?uri WHERE { ?uri dbo:director <A> ; dbo:budget ?b } ORDER BY ?b OFFSET 0 LIMIT 1";"select distinct ?a where { ?uri dbo:director ?a ; dbo:budget ?b }";72
http://dbpedia.org/ontology/TelevisionShow;http://dbpedia.org/ontology/TelevisionShow;;Does <A> have more episodes than <B>?;ASK WHERE { <A> dbo:numberOfEpisodes ?x . <B> dbo:numberOfEpisodes ?y FILTER ( ?y > ?x ) };select distinct ?a,?b where { ?a dbo:numberOfEpisodes ?x . ?b dbo:numberOfEpisodes ?y FILTER ( ?y > ?x ) };73
http://dbpedia.org/ontology/Person;http://dbpedia.org/ontology/Person;;Was <A> born in the <B>?;ASK WHERE { <A> dbo:birthPlace ?city . ?city dbo:country <B> };select distinct ?a,?b where { ?a dbo:birthPlace ?city . ?city dbo:country ?b };74
http://dbpedia.org/ontology/Person;;;Give me the grandchildren of <A>.;SELECT DISTINCT ?uri WHERE { <A> dbo:child ?child . ?child dbo:child ?uri };select distinct ?a where { ?a dbo:child ?child . ?child dbo:child ?uri };75
;http://dbpedia.org/ontology/Person;http://dbpedia.org/ontology/Person;Which movies <A> <B> were directed by <C>?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Film ; <A> <B> ; dbo:director <C> }";"select distinct ?a,?b,?c where { ?uri rdf:type dbo:Film ; ?a ?b ; dbo:director ?c }";76
http://dbpedia.org/ontology/Agent;;;Which country does the <B> of <A> come from?;SELECT DISTINCT ?uri WHERE { <A> <B> ?x . ?x dbo:nationality ?uri };select distinct ?a,?b where { ?a ?b ?x . ?x dbo:nationality ?uri };77
http://dbpedia.org/ontology/Place;;;What form of government does <A> have?;SELECT DISTINCT ?uri WHERE { <A> dbo:governmentType ?uri };select distinct ?a where { ?a dbo:governmentType ?uri };78
http://dbpedia.org/ontology/Genre;;;Give me all Canadian <A> record labels.;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:RecordLabel ; dbo:genre <A> ; dbo:country res:Canada }";"select distinct ?a where { ?uri rdf:type dbo:RecordLabel ; dbo:genre ?a ; dbo:country res:Canada }";79
http://dbpedia.org/ontology/Person;;;How many <B>ren did <A> have?;SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { <A> <B> ?uri };select distinct ?a,?b where { ?a ?b ?uri };80
http://dbpedia.org/ontology/Person;;;List the <B>ren of <A>.;SELECT DISTINCT ?uri WHERE { <A> <B> ?uri };select distinct ?a,?b where { ?a ?b ?uri };81
http://dbpedia.org/ontology/Plant;;;From which region is the <A>?;SELECT DISTINCT ?uri WHERE { <A> dbo:wineRegion ?uri };select distinct ?a where { ?a dbo:wineRegion ?uri };82
http://dbpedia.org/ontology/Person;;;Who is the oldest child of <A>?;SELECT DISTINCT ?uri WHERE { <A> dbo:child ?uri . ?uri dbo:birthDate ?d } ORDER BY ASC(?d) OFFSET 0 LIMIT 1;select distinct ?a where { ?a dbo:child ?uri . ?uri dbo:birthDate ?d };83
http://dbpedia.org/ontology/Person;;http://dbpedia.org/ontology/Film;Is <A> <B> in <C>?;ASK WHERE { <C> <B> <A> };select distinct ?a,?b,?c where { ?c ?b ?a };85
;;;List all games by <A>.;SELECT DISTINCT ?uri WHERE { ?uri dbo:publisher <A>_Games };select distinct ?a where { ?uri dbo:publisher ?a_Games };86
http://dbpedia.org/ontology/Place;;;Does the <A> <B> into a lake?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { ?x <B> <A> ; rdf:type dbo:Lake }";"select distinct ?a,?b where { ?x ?b ?a ; rdf:type dbo:Lake }";87
http://dbpedia.org/ontology/Company;;;Which airports does <A> serve?;SELECT DISTINCT ?uri WHERE { <A> dbo:targetAirport ?uri };select distinct ?a where { ?a dbo:targetAirport ?uri };88
http://dbpedia.org/ontology/Book;;;Who created <A>?;SELECT DISTINCT ?uri WHERE { <A> dbo:author ?uri };select distinct ?a where { ?a dbo:author ?uri };91
http://dbpedia.org/ontology/Person;http://dbpedia.org/ontology/Person;;Is <A> the wife of <B>?;ASK WHERE { <B> dbo:spouse <A> };select distinct ?a,?b where { ?b dbo:spouse ?a };92
http://dbpedia.org/ontology/Person;;;Is the wife of president <A> called Michelle?;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> ASK WHERE { <A> dbo:spouse ?spouse . ?spouse rdfs:label ?name FILTER regex(?name, ""Michelle"") }";"select distinct ?a where { ?a dbo:spouse ?spouse . ?spouse rdfs:label ?name FILTER regex(?name, ""Michelle"") }";93
http://dbpedia.org/ontology/Place;;;How many ethnic groups live in <A>?;SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { <A> dbo:ethnicGroup ?uri };select distinct ?a where { ?a dbo:ethnicGroup ?uri };94
http://dbpedia.org/ontology/Place;;;Who is the president of <A>?;"SELECT DISTINCT ?uri WHERE { <A> dbo:leader ?uri ; dbo:leaderTitle ""President""@en }";"select distinct ?a where { ?a dbo:leader ?uri ; dbo:leaderTitle ""President""@en }";95
http://dbpedia.org/ontology/Person;;;Which films did <A> <B>?;SELECT DISTINCT ?uri WHERE { ?uri <B>or <A> };select distinct ?a,?b where { ?uri ?bor ?a };96
http://dbpedia.org/ontology/Ship;;;When was the <A> completed?;SELECT DISTINCT ?date WHERE { <A> dbo:completionDate ?date };select distinct ?a where { ?a dbo:completionDate ?date };97
http://dbpedia.org/ontology/Book;;;How many pages does <A> have?;SELECT DISTINCT ?n WHERE { <A> dbo:numberOfPages ?n };select distinct ?a where { ?a dbo:numberOfPages ?n };98
http://dbpedia.org/ontology/Person;;;What is the highest mountain in <A>?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Mountain ; dbo:locatedInArea <A> ; dbo:elevation ?num } ORDER BY DESC(?num) OFFSET 0 LIMIT 1";"select distinct ?a where { ?uri rdf:type dbo:Mountain ; dbo:locatedInArea ?a ; dbo:elevation ?num }";99
http://dbpedia.org/ontology/Person;;;How tall is <A>?;SELECT DISTINCT ?height WHERE { <A> dbo:height ?height };select distinct ?a where { ?a dbo:height ?height };100
http://dbpedia.org/ontology/Person;;;Who was <A>'s vice president?;SELECT DISTINCT ?uri WHERE { <A> dbo:vicePresident ?uri };select distinct ?a where { ?a dbo:vicePresident ?uri };101
;http://dbpedia.org/ontology/Company;http://dbpedia.org/ontology/Place;Which <A> of <B> serves both <C> and <D>?;"SELECT DISTINCT ?uri WHERE { <B> <A> ?uri . ?uri dbo:targetAirport <C>_Airport ; dbo:targetAirport <D>_Airport }";"select distinct ?a,?b,?c,?d where { ?b ?a ?uri . ?uri dbo:targetAirport ?c_Airport ; dbo:targetAirport ?d_Airport }";102
http://dbpedia.org/ontology/Person;;;Who was the <B> of <A>?;SELECT DISTINCT ?uri WHERE { <A> <B> ?uri };select distinct ?a,?b where { ?a ?b ?uri };103
;http://dbpedia.org/ontology/Person;;Which movies did <B> <A>?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Film ; <A>or <B> }";"select distinct ?a,?b where { ?uri rdf:type dbo:Film ; ?aor ?b }";105
http://dbpedia.org/ontology/Place;;;In which time zone is <A>?;SELECT DISTINCT ?uri WHERE { <A> dbo:timeZone ?uri };select distinct ?a where { ?a dbo:timeZone ?uri };106
;http://dbpedia.org/ontology/Place;;Give me the <A> of <B>.;SELECT DISTINCT ?uri WHERE { <B> <A> ?uri };select distinct ?a,?b where { ?b ?a ?uri };107
http://dbpedia.org/ontology/Software;;;Who are the developers of <A>?;SELECT DISTINCT ?uri WHERE { <A> dbo:developer ?uri };select distinct ?a where { ?a dbo:developer ?uri };108
http://dbpedia.org/ontology/Person;;;Does <A>'s death place have a <B>?;ASK WHERE { <A> dbo:deathPlace ?p . ?p <B> ?w };select distinct ?a,?b where { ?a dbo:deathPlace ?p . ?p ?b ?w };109
http://dbpedia.org/ontology/Person;;;In which city did <A> die?;PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { <A> dbo:deathPlace ?uri . ?uri rdf:type dbo:Town };select distinct ?a where { ?a dbo:deathPlace ?uri . ?uri rdf:type dbo:Town };111
http://dbpedia.org/ontology/Place;;;How many inhabitants does the largest city in <A> have?;SELECT DISTINCT ?num WHERE { <A> dbo:largestCity ?city . ?city dbo:populationTotal ?num };select distinct ?a where { ?a dbo:largestCity ?city . ?city dbo:populationTotal ?num };113
http://dbpedia.org/ontology/Place;;;In which country does the <A> start?;SELECT DISTINCT ?uri WHERE { <A> dbo:sourceCountry ?uri };select distinct ?a where { ?a dbo:sourceCountry ?uri };116
;;;Who is the Formula 1 race driver with the most <A>?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:FormulaOneRacer ; <A> ?x } ORDER BY DESC(?x) OFFSET 0 LIMIT 1";"select distinct ?a where { ?uri rdf:type dbo:FormulaOneRacer ; ?a ?x }";117
http://dbpedia.org/ontology/Person;;;Did <A> have children?;ASK WHERE { <A> dbo:child ?uri };select distinct ?a where { ?a dbo:child ?uri };119
;;;In which countries do people speak <A>?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Country ; dbo:language <A>_language }";"select distinct ?a where { ?uri rdf:type dbo:Country ; dbo:language ?a_language }";120
http://dbpedia.org/ontology/Person;;;Show me the book that <A> wrote.;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Book ; dbo:author <A> }";"select distinct ?a where { ?uri rdf:type dbo:Book ; dbo:author ?a }";121
http://dbpedia.org/ontology/Person;http://dbpedia.org/ontology/Person;;Is <A> the wife of <B>?;ASK WHERE { <B> dbo:spouse <A> };select distinct ?a,?b where { ?b dbo:spouse ?a };122
http://dbpedia.org/ontology/Place;;;What is the area code of <A>?;SELECT DISTINCT ?string WHERE { <A> dbo:areaCode ?string };select distinct ?a where { ?a dbo:areaCode ?string };123
;http://dbpedia.org/ontology/Film;;Give me all actors <A> in <B>.;SELECT DISTINCT ?uri WHERE { <B> <A> ?uri };select distinct ?a,?b where { ?b ?a ?uri };124
